ɡastɡebɐ	gastgebɐ	ɡastɡebɜ	Gastgeber	x	Die Gastgeber dominierten ganz klar diese Partie und hatten vor allem im Mittelfeld mit Andrea Pirlo Alberto Aquilani und Riccardo Montolivo deutliche Vorteile und im Sturm wirbelten Cassano und Rossi
dominiɐtn	domɪniʁtən	dominiɾtən	dominierten	x	Die Gastgeber dominierten ganz klar diese Partie und hatten vor allem im Mittelfeld mit Andrea Pirlo Alberto Aquilani und Riccardo Montolivo deutliche Vorteile und im Sturm wirbelten Cassano und Rossi
mɪtlfɛlt	mɪttɛlfɛlt	mɪtəlfɛlt	Mittelfeld	x	Die Gastgeber dominierten ganz klar diese Partie und hatten vor allem im Mittelfeld mit Andrea Pirlo Alberto Aquilani und Riccardo Montolivo deutliche Vorteile und im Sturm wirbelten Cassano und Rossi
andʁea	andʁəa	andɾeɑ	Andrea	x	Die Gastgeber dominierten ganz klar diese Partie und hatten vor allem im Mittelfeld mit Andrea Pirlo Alberto Aquilani und Riccardo Montolivo deutliche Vorteile und im Sturm wirbelten Cassano und Rossi
piʁlo	pɪʁlo	pɪɾlo	Pirlo	x	Die Gastgeber dominierten ganz klar diese Partie und hatten vor allem im Mittelfeld mit Andrea Pirlo Alberto Aquilani und Riccardo Montolivo deutliche Vorteile und im Sturm wirbelten Cassano und Rossi
ælbɝtoʊ	albɛʁto	albɜto	Alberto	x	Die Gastgeber dominierten ganz klar diese Partie und hatten vor allem im Mittelfeld mit Andrea Pirlo Alberto Aquilani und Riccardo Montolivo deutliche Vorteile und im Sturm wirbelten Cassano und Rossi
akvilani	akvuilani	ɑkvilɑni	Aquilani	x	Die Gastgeber dominierten ganz klar diese Partie und hatten vor allem im Mittelfeld mit Andrea Pirlo Alberto Aquilani und Riccardo Montolivo deutliche Vorteile und im Sturm wirbelten Cassano und Rossi
ɹɪkɑɹdoʊ	ʁɪcaʁdo	rɪkaɾdo	Riccardo	x	Die Gastgeber dominierten ganz klar diese Partie und hatten vor allem im Mittelfeld mit Andrea Pirlo Alberto Aquilani und Riccardo Montolivo deutliche Vorteile und im Sturm wirbelten Cassano und Rossi
mɑntɔlivoʊ	mɔntolifo	mɔntolivo	Montolivo	x	Die Gastgeber dominierten ganz klar diese Partie und hatten vor allem im Mittelfeld mit Andrea Pirlo Alberto Aquilani und Riccardo Montolivo deutliche Vorteile und im Sturm wirbelten Cassano und Rossi
vɪʁbltn	vɪʁbɛltən	vɪɾbəltən	wirbelten	x	Die Gastgeber dominierten ganz klar diese Partie und hatten vor allem im Mittelfeld mit Andrea Pirlo Alberto Aquilani und Riccardo Montolivo deutliche Vorteile und im Sturm wirbelten Cassano und Rossi
tɑrmo	taʁmo	taɾmo	Tarmo	x	Von Estland kam in der Offensive nahezu gar nichts ein Schuss von Tarmo Kink war leichte Beute für Gianluigi Buffon
bɔɪtə	bɔʏtə	bɔøtə	Beute	x	Von Estland kam in der Offensive nahezu gar nichts ein Schuss von Tarmo Kink war leichte Beute für Gianluigi Buffon
dʒanluidʒi	gianluɪgi	ɡianluɪɡi	Gianluigi	x	Von Estland kam in der Offensive nahezu gar nichts ein Schuss von Tarmo Kink war leichte Beute für Gianluigi Buffon
bafɔn	bʊffon	bʊfon	Buffon	x	Von Estland kam in der Offensive nahezu gar nichts ein Schuss von Tarmo Kink war leichte Beute für Gianluigi Buffon
peɐaɪko	pɐəiko	peraɪko	Pereiko	x	Pereiko der bei einem Pfostenschuss von Rossi Riesenglück hatte hatte weitaus mehr zu tun und keine Chance beim zweiten Treffer durch Cassano dessen Schuss vom Pfosten ins Tor prallte
pfɔstnʃʊs	pfɔstɛnʃʊss	pfɔstənʃʊs	Pfostenschuss	x	Pereiko der bei einem Pfostenschuss von Rossi Riesenglück hatte hatte weitaus mehr zu tun und keine Chance beim zweiten Treffer durch Cassano dessen Schuss vom Pfosten ins Tor prallte
ʁiznɡlʏk	ʁizɛŋlʏk	rizənɡlyk	Riesenglück	x	Pereiko der bei einem Pfostenschuss von Rossi Riesenglück hatte hatte weitaus mehr zu tun und keine Chance beim zweiten Treffer durch Cassano dessen Schuss vom Pfosten ins Tor prallte
tʁɛfɐ	tʁɛffɐ	tɾɛfɜ	Treffer	x	Pereiko der bei einem Pfostenschuss von Rossi Riesenglück hatte hatte weitaus mehr zu tun und keine Chance beim zweiten Treffer durch Cassano dessen Schuss vom Pfosten ins Tor prallte
pfɔstn	pfɔstən	pfɔstən	Pfosten	x	Pereiko der bei einem Pfostenschuss von Rossi Riesenglück hatte hatte weitaus mehr zu tun und keine Chance beim zweiten Treffer durch Cassano dessen Schuss vom Pfosten ins Tor prallte
pʁaltə	pʁalltə	pɾaltə	prallte	x	Pereiko der bei einem Pfostenschuss von Rossi Riesenglück hatte hatte weitaus mehr zu tun und keine Chance beim zweiten Treffer durch Cassano dessen Schuss vom Pfosten ins Tor prallte
apveɐmøklɪckaɪt	apveʁmœglɪckəit	apveɾmøklɪckaɪt	Abwehrmöglichkeit	x	Der Stürmer nahm einen langen Ball von Montolivo auf und ließ Pereiko keine Abwehrmöglichkeit
atityd	atitudə	atitudə	attitude	x	von französisch attitude gesprochen atityd Haltung Verhalten Gebaren Einstellung nennt man in der Kunst die Haltung Stellung oder Lage menschlicher Figuren eine Positur oder eine Gebärde
eɪtiaɪtaɪd	atityt	ɑtityt	atityd	x	von französisch attitude gesprochen atityd Haltung Verhalten Gebaren Einstellung nennt man in der Kunst die Haltung Stellung oder Lage menschlicher Figuren eine Positur oder eine Gebärde
ɡəbaʁən	gəbaʁən	ɡəbɑrən	Gebaren	x	von französisch attitude gesprochen atityd Haltung Verhalten Gebaren Einstellung nennt man in der Kunst die Haltung Stellung oder Lage menschlicher Figuren eine Positur oder eine Gebärde
fiɡuɐn	fɪguɐən	fiɡurən	Figuren	x	von französisch attitude gesprochen atityd Haltung Verhalten Gebaren Einstellung nennt man in der Kunst die Haltung Stellung oder Lage menschlicher Figuren eine Positur oder eine Gebärde
ɡəbɛɐdə	gəbɛʁdə	ɡəbɛɾdə	Gebärde	x	von französisch attitude gesprochen atityd Haltung Verhalten Gebaren Einstellung nennt man in der Kunst die Haltung Stellung oder Lage menschlicher Figuren eine Positur oder eine Gebärde
aleɡoʁi	allegoʁijə	aleɡori	Allegorie	x	Im Sinne der bildenden Kunst wird das Wort für eine Allegorie oder ein Symbol eines bedeutungsvollen Seelenzustands oder Lebensmoments gewählt und ist insbesondere in Bildhauerei und Malerei von Bedeutung
bədɔɪtʊŋsfɔlən	bədɔɔʏtʊŋsvɔllən	bədɔøtʊŋsfɔlən	bedeutungsvollen	x	Im Sinne der bildenden Kunst wird das Wort für eine Allegorie oder ein Symbol eines bedeutungsvollen Seelenzustands oder Lebensmoments gewählt und ist insbesondere in Bildhauerei und Malerei von Bedeutung
zeləntsuʃtants	zəelɛntsʊstants	zeləntsʊstants	Seelenzustands	x	Im Sinne der bildenden Kunst wird das Wort für eine Allegorie oder ein Symbol eines bedeutungsvollen Seelenzustands oder Lebensmoments gewählt und ist insbesondere in Bildhauerei und Malerei von Bedeutung
lebnsmomɛnts	lebɛnsmomɛnts	lebənsmomɛnts	Lebensmoments	x	Im Sinne der bildenden Kunst wird das Wort für eine Allegorie oder ein Symbol eines bedeutungsvollen Seelenzustands oder Lebensmoments gewählt und ist insbesondere in Bildhauerei und Malerei von Bedeutung
bɪlthaʊəʁaɪ	bɪltaoɐae	bɪlthaʊəraɪ	Bildhauerei	x	Im Sinne der bildenden Kunst wird das Wort für eine Allegorie oder ein Symbol eines bedeutungsvollen Seelenzustands oder Lebensmoments gewählt und ist insbesondere in Bildhauerei und Malerei von Bedeutung
maləʁaɪ	malɐae	mɑleraɪ	Malerei	x	Im Sinne der bildenden Kunst wird das Wort für eine Allegorie oder ein Symbol eines bedeutungsvollen Seelenzustands oder Lebensmoments gewählt und ist insbesondere in Bildhauerei und Malerei von Bedeutung
ɪnhaltsfɛɐtsaɪcnɪs	ɪnaltsvɛʁtsaecnɪs	ɪnhaltsfɜtsaɪcnɪs	Inhaltsverzeichnis	x	Inhaltsverzeichnis Darstellende Kunst
daɐʃtɛləndə	daʁʃtɛllɛndə	daɾʃtɛləndə	Darstellende	x	Inhaltsverzeichnis Darstellende Kunst
zolodaɐʃtɛlʊŋən	zolodaʁstɛllʊŋən	zolodaɾʃtɛlʊŋən	Solodarstellungen	x	Der Ausdruck wird im Unterschied zu jenem meist für Solodarstellungen verwendet
lɛɪdi	lady	leɪdi	Lady	x	Lady Hamilton stand oft Modell für Gemälde und übertrug die Kunst des Posierens auf die Bühne
hæməltən	hamɪlton	hɑmɪlton	Hamilton	x	Lady Hamilton stand oft Modell für Gemälde und übertrug die Kunst des Posierens auf die Bühne
ybɐtʁuk	ybɛʁtʁuk	ybɜtɾuk	übertrug	x	Lady Hamilton stand oft Modell für Gemälde und übertrug die Kunst des Posierens auf die Bühne
poziɐɛns	poziʁɛns	pozirəns	Posierens	x	Lady Hamilton stand oft Modell für Gemälde und übertrug die Kunst des Posierens auf die Bühne
pantɔmimɪʃə	pantomimɪʃə	pantomimɪʃə	pantomimische	x	Bei ihrem Aufenthalt in Italien wendete sie dies auf die Nachbildung der Antike an und veranstaltete auch in Deutschland Frankreich und England öffentliche pantomimische Darstellungen antiker Statuen welche allgemeine Bewunderung erregten
daɐʃtɛlʊŋŋ	daʁʃtɛllʊŋən	daɾʃtɛlʊŋən	Darstellungen	x	Bei ihrem Aufenthalt in Italien wendete sie dies auf die Nachbildung der Antike an und veranstaltete auch in Deutschland Frankreich und England öffentliche pantomimische Darstellungen antiker Statuen welche allgemeine Bewunderung erregten
statuən	ʃtatuən	ʃtɑtuən	Statuen	x	Bei ihrem Aufenthalt in Italien wendete sie dies auf die Nachbildung der Antike an und veranstaltete auch in Deutschland Frankreich und England öffentliche pantomimische Darstellungen antiker Statuen welche allgemeine Bewunderung erregten
bəvʊndəʁʊŋ	bəvʊndɐʊŋ	bəvʊndərʊŋ	Bewunderung	x	Bei ihrem Aufenthalt in Italien wendete sie dies auf die Nachbildung der Antike an und veranstaltete auch in Deutschland Frankreich und England öffentliche pantomimische Darstellungen antiker Statuen welche allgemeine Bewunderung erregten
ɛɐʁektn	ɛɐʁɛktən	ɛɾrektən	erregten	x	Bei ihrem Aufenthalt in Italien wendete sie dies auf die Nachbildung der Antike an und veranstaltete auch in Deutschland Frankreich und England öffentliche pantomimische Darstellungen antiker Statuen welche allgemeine Bewunderung erregten
aʁtɪstɪʃn	aʁtɪstɪʃən	aɾtɪstɪʃən	artistischen	x	Den artistischen Erfolg machte sie so ausschließlich von der Attitüde abhängig dass selbst das Material ihres Kostüms immer dasselbe war eine lange mit einem Band einfach über der Brust zusammengeknüpfte Tunika und ein darübergeworfener Schal mit welchem sie alle erforderlichen Bekleidungen und Faltenwürfe hervorbrachte
kɔstyms	kɔstʏms	kɔʃtyms	Kostüms	x	Den artistischen Erfolg machte sie so ausschließlich von der Attitüde abhängig dass selbst das Material ihres Kostüms immer dasselbe war eine lange mit einem Band einfach über der Brust zusammengeknüpfte Tunika und ein darübergeworfener Schal mit welchem sie alle erforderlichen Bekleidungen und Faltenwürfe hervorbrachte
tsuzamənɡəknʏpftə	tsuzammɛŋɛknʏpftə	tsuzamənɡəknypftə	zusammengeknüpfte	x	Den artistischen Erfolg machte sie so ausschließlich von der Attitüde abhängig dass selbst das Material ihres Kostüms immer dasselbe war eine lange mit einem Band einfach über der Brust zusammengeknüpfte Tunika und ein darübergeworfener Schal mit welchem sie alle erforderlichen Bekleidungen und Faltenwürfe hervorbrachte
daɐybɐɡəvɔʁfənɐ	daʁybɛʁgevɔʁfənɐ	dɑrybɜɡəvɔɾfənɜ	darübergeworfener	x	Den artistischen Erfolg machte sie so ausschließlich von der Attitüde abhängig dass selbst das Material ihres Kostüms immer dasselbe war eine lange mit einem Band einfach über der Brust zusammengeknüpfte Tunika und ein darübergeworfener Schal mit welchem sie alle erforderlichen Bekleidungen und Faltenwürfe hervorbrachte
faltnvʏʁfə	faltɛnvʏʁfə	faltənvyɾfə	Faltenwürfe	x	Den artistischen Erfolg machte sie so ausschließlich von der Attitüde abhängig dass selbst das Material ihres Kostüms immer dasselbe war eine lange mit einem Band einfach über der Brust zusammengeknüpfte Tunika und ein darübergeworfener Schal mit welchem sie alle erforderlichen Bekleidungen und Faltenwürfe hervorbrachte
hɛɐfoɐbʁaxtə	heɐfoɐbʁaxtə	hɛɾfoɾbɾaxtə	hervorbrachte	x	Den artistischen Erfolg machte sie so ausschließlich von der Attitüde abhängig dass selbst das Material ihres Kostüms immer dasselbe war eine lange mit einem Band einfach über der Brust zusammengeknüpfte Tunika und ein darübergeworfener Schal mit welchem sie alle erforderlichen Bekleidungen und Faltenwürfe hervorbrachte
ɡəvantɐ	gəvantɐ	ɡəvantɜ	gewandter	x	Ein gewandter schön gebauter Körper feine Beobachtung und künstlerische Erfindungsgabe vereinigten sich nach der in zeitgenössischen Dokumenten geäußerten Ansicht in dieser Darstellerin
ɡəbaʊtɐ	gəbaotɐ	ɡəbaʊtɜ	gebauter	x	Ein gewandter schön gebauter Körper feine Beobachtung und künstlerische Erfindungsgabe vereinigten sich nach der in zeitgenössischen Dokumenten geäußerten Ansicht in dieser Darstellerin
bəopaxtʊŋ	bəobaxtʊŋ	bəobaxtʊŋ	Beobachtung	x	Ein gewandter schön gebauter Körper feine Beobachtung und künstlerische Erfindungsgabe vereinigten sich nach der in zeitgenössischen Dokumenten geäußerten Ansicht in dieser Darstellerin
kʏnstləʁɪʃə	kʏnstleʁɪʃə	kynstlərɪʃə	künstlerische	x	Ein gewandter schön gebauter Körper feine Beobachtung und künstlerische Erfindungsgabe vereinigten sich nach der in zeitgenössischen Dokumenten geäußerten Ansicht in dieser Darstellerin
ɛɐfɪndʊŋsɡabə	ɛɐfɪndʊŋsgabə	ɛɾfɪndʊŋsɡɑbə	Erfindungsgabe	x	Ein gewandter schön gebauter Körper feine Beobachtung und künstlerische Erfindungsgabe vereinigten sich nach der in zeitgenössischen Dokumenten geäußerten Ansicht in dieser Darstellerin
fɛɐaɪnɪktn	fɛɐaenɪktən	fɛɾaɪnɪɡtən	vereinigten	x	Ein gewandter schön gebauter Körper feine Beobachtung und künstlerische Erfindungsgabe vereinigten sich nach der in zeitgenössischen Dokumenten geäußerten Ansicht in dieser Darstellerin
tsaɪtɡənœsɪʃn	tsaetgenœszɪʃən	tsaɪtɡənœsɪʃən	zeitgenössischen	x	Ein gewandter schön gebauter Körper feine Beobachtung und künstlerische Erfindungsgabe vereinigten sich nach der in zeitgenössischen Dokumenten geäußerten Ansicht in dieser Darstellerin
dokumɛntn	dokumɛntən	dokumɛntən	Dokumenten	x	Ein gewandter schön gebauter Körper feine Beobachtung und künstlerische Erfindungsgabe vereinigten sich nach der in zeitgenössischen Dokumenten geäußerten Ansicht in dieser Darstellerin
daɐʃtɛləʁɪn	daʁʃtɛllɐɪn	daɾʃtɛlərɪn	Darstellerin	x	Ein gewandter schön gebauter Körper feine Beobachtung und künstlerische Erfindungsgabe vereinigten sich nach der in zeitgenössischen Dokumenten geäußerten Ansicht in dieser Darstellerin
bəzas	bəzass	bəzɑs	besaß	x	Dabei besaß sie das noch größere Talent poetische Attitüden zu erfinden und im angemessenen Stil darzustellen sodass sie ihre Vorgängerin weit übertraf
atitydn	atitydən	atitydən	Attitüden	x	Dabei besaß sie das noch größere Talent poetische Attitüden zu erfinden und im angemessenen Stil darzustellen sodass sie ihre Vorgängerin weit übertraf
daɐtsuʃtɛlən	daʁtsʊstɛllən	daɾtsʊʃtɛlən	darzustellen	x	Dabei besaß sie das noch größere Talent poetische Attitüden zu erfinden und im angemessenen Stil darzustellen sodass sie ihre Vorgängerin weit übertraf
foɐɡɛŋəʁɪn	foɐgɛŋɐɪn	foɾɡɛŋərɪn	Vorgängerin	x	Dabei besaß sie das noch größere Talent poetische Attitüden zu erfinden und im angemessenen Stil darzustellen sodass sie ihre Vorgängerin weit übertraf
ybɐtʁaf	ybɛʁtʁaf	ybɜtɾɑf	übertraf	x	Dabei besaß sie das noch größere Talent poetische Attitüden zu erfinden und im angemessenen Stil darzustellen sodass sie ihre Vorgängerin weit übertraf
zɛkkɛndoʁs	zɛkɛndɔʁs	zɛkəndoɾs	Seckendors	x	Unter den männlichen Künstlern erlangte der in Amerika verstorbene Seckendors genannt Patrick Peale welcher zugleich Vorlesungen über seine Darstellungen hielt einen guten Ruf
pil	pəalə	peɑlə	Peale	x	Unter den männlichen Künstlern erlangte der in Amerika verstorbene Seckendors genannt Patrick Peale welcher zugleich Vorlesungen über seine Darstellungen hielt einen guten Ruf
pʁofɛsoʁən	pʁofɛszoʁən	pɾofɛsorən	Professoren	x	Die Professoren Keller und Rappo gründeten in Berlin eine eigene Gesellschaft zur öffentlichen Aufführung von Nachahmungen plastischer Kunst
ɹappo	ʁappo	rapo	Rappo	x	Die Professoren Keller und Rappo gründeten in Berlin eine eigene Gesellschaft zur öffentlichen Aufführung von Nachahmungen plastischer Kunst
ɡʁʏndətn	gʁʏndətən	ɡɾyndətən	gründeten	x	Die Professoren Keller und Rappo gründeten in Berlin eine eigene Gesellschaft zur öffentlichen Aufführung von Nachahmungen plastischer Kunst
bɪʁɡɪt	bɪʁgit	bɪɾɡɪt	Birgit	x	Bearbeiten Birgit Jooss Lebende Bilder
d‍ʒə‍ʊɔs	jɔɔss	jos	Jooss	x	Bearbeiten Birgit Jooss Lebende Bilder
kʊnstvɛʁkn	kʊnstvɛʁkən	kʊnstvɛɾkən	Kunstwerken	x	Körperliche Nachahmung von Kunstwerken in der Goethezeit
ɡøtətsaɪt	gɔətetsəit	ɡœtetsaɪt	Goethezeit	x	Körperliche Nachahmung von Kunstwerken in der Goethezeit
uʁania	ʊʁania	uraniɑ	Urania	x	In Urania Taschenbuch für Damen
taʃnbux	taʃɛnbʊx	taʃənbʊx	Taschenbuch	x	In Urania Taschenbuch für Damen
ɪnteɡʁatsion	ɪntɛgʁatsɪon	ɪntɛɡɾatsjon	Integration	x	Schulische Integration Schulische Integration bezeichnet in der Pädagogik das Einbinden von Menschen mit Behinderungen in den Schulunterricht von Nichtbehinderten
bəhɪndəʁʊŋən	bəhɪndɐʊŋən	bəhɪndərʊŋən	Behinderungen	x	Schulische Integration Schulische Integration bezeichnet in der Pädagogik das Einbinden von Menschen mit Behinderungen in den Schulunterricht von Nichtbehinderten
ʃulʊntɐʁɪct	ʃulʊntɛʁʁɪct	ʃulʊntɜrɪct	Schulunterricht	x	Schulische Integration Schulische Integration bezeichnet in der Pädagogik das Einbinden von Menschen mit Behinderungen in den Schulunterricht von Nichtbehinderten
nɪctbəhɪndɐtn	nɪctbeɪndɛʁtən	nɪctbeɪndɜtən	Nichtbehinderten	x	Schulische Integration Schulische Integration bezeichnet in der Pädagogik das Einbinden von Menschen mit Behinderungen in den Schulunterricht von Nichtbehinderten
daʁʊm	daʁum	dɑrʊm	darum	x	Hier geht es darum dass Behinderte durch direkte Nachahmung sich alle Fertigkeiten autodidaktisch beibringen welche sie von den Nichtbehinderten abgucken
bəhɪndɐtə	bəhɪndɛʁtə	bəhɪndɜtə	Behinderte	x	Hier geht es darum dass Behinderte durch direkte Nachahmung sich alle Fertigkeiten autodidaktisch beibringen welche sie von den Nichtbehinderten abgucken
fɛʁtɪkkaɪtn	fɛʁtɪkkəitən	fɛɾtɪckaɪtən	Fertigkeiten	x	Hier geht es darum dass Behinderte durch direkte Nachahmung sich alle Fertigkeiten autodidaktisch beibringen welche sie von den Nichtbehinderten abgucken
apɡʊkn	apgʊkən	apɡʊkən	abgucken	x	Hier geht es darum dass Behinderte durch direkte Nachahmung sich alle Fertigkeiten autodidaktisch beibringen welche sie von den Nichtbehinderten abgucken
lɛʁnmetodə	lɛʁnmɛtodə	lɛɾnmetodə	Lernmethode	x	Das grenzt die Lernmethode von der integrativen Pädagogik ab denn dort sollen die übrigen Kinder den „körperlich oder geistig Benachteiligten“ durch gezieltes Training und Kooperation zu erlernende Lerninhalte und Fertigkeiten aktiv vermitteln
ɪnteɡʁativn	ɪntɛgʁatifən	ɪntɛɡɾativən	integrativen	x	Das grenzt die Lernmethode von der integrativen Pädagogik ab denn dort sollen die übrigen Kinder den „körperlich oder geistig Benachteiligten“ durch gezieltes Training und Kooperation zu erlernende Lerninhalte und Fertigkeiten aktiv vermitteln
ɡaɪstɪk	gaɪstɪc	ɡaɪstɪc	geistig	x	Das grenzt die Lernmethode von der integrativen Pädagogik ab denn dort sollen die übrigen Kinder den „körperlich oder geistig Benachteiligten“ durch gezieltes Training und Kooperation zu erlernende Lerninhalte und Fertigkeiten aktiv vermitteln
bənaxtaɪlɪktn	bənaxtaelɪktən	bənaxtaɪlɪctən	Benachteiligten“	x	Das grenzt die Lernmethode von der integrativen Pädagogik ab denn dort sollen die übrigen Kinder den „körperlich oder geistig Benachteiligten“ durch gezieltes Training und Kooperation zu erlernende Lerninhalte und Fertigkeiten aktiv vermitteln
ɛɐlɛʁnəndə	ɛɐlɛʁnɛndə	ɛɾlɛɾnəndə	erlernende	x	Das grenzt die Lernmethode von der integrativen Pädagogik ab denn dort sollen die übrigen Kinder den „körperlich oder geistig Benachteiligten“ durch gezieltes Training und Kooperation zu erlernende Lerninhalte und Fertigkeiten aktiv vermitteln
lɛʁnɪnhaltə	lɛʁnɪnaltə	lɛɾnɪnhaltə	Lerninhalte	x	Das grenzt die Lernmethode von der integrativen Pädagogik ab denn dort sollen die übrigen Kinder den „körperlich oder geistig Benachteiligten“ durch gezieltes Training und Kooperation zu erlernende Lerninhalte und Fertigkeiten aktiv vermitteln
pʁivatleʁɐn	pʁivatleʁɛʁn	pɾivɑtlerɜn	Privatlehrern	x	Er wurde fast ausschließlich von Privatlehrern durchgeführt die sich ihre Arbeit besonders bezahlen ließen
lisn	liszən	lisən	ließen	x	Er wurde fast ausschließlich von Privatlehrern durchgeführt die sich ihre Arbeit besonders bezahlen ließen
hiltn	hiltən	hiltən	hielten	x	Ihre Methoden hielten sie z geheim
ʁeliɡiøzə	ʁelɪgɪɔʏzə	relɪɡiøzə	religiöse	x	Dahinter standen soziale oder religiöse Motive
fɛɐvaɐlozʊŋ	fɛɐvaʁlosʊŋ	fɛɾvɑɾlozʊŋ	Verwahrlosung	x	Etwas später wurde auch nach Methoden für blinde Kinder gesucht um sie vor Verwahrlosung und Missbrauch zu schützen
taɪlhabn	taelhabən	taɪlhɑbən	teilhaben	x	Ziel war dass sie sich nützlich machen und am gesellschaftlichen Leben teilhaben konnten
ʁɛtʊŋshɛuseɐ	ʁɛtʊŋsɔɔʏzɐ	rɛtʊŋshɔøzɜ	Rettungshäuser	x	Nach und nach wurden auch Heimschulen Rettungshäuser für verwahrloste sowie eine Art Krankenhausschulen für motorisch beeinträchtigte Kinder geschaffen sog Orthopädische Institute
fɛɐvaɐlostə	fɛɐvaʁlɔstə	fɛɾvɑɾlɔstə	verwahrloste	x	Nach und nach wurden auch Heimschulen Rettungshäuser für verwahrloste sowie eine Art Krankenhausschulen für motorisch beeinträchtigte Kinder geschaffen sog Orthopädische Institute
kʁaŋknhaʊsʃulən	kʁaŋkɛnaosʃulən	kɾankənhaʊsculən	Krankenhausschulen	x	Nach und nach wurden auch Heimschulen Rettungshäuser für verwahrloste sowie eine Art Krankenhausschulen für motorisch beeinträchtigte Kinder geschaffen sog Orthopädische Institute
bəaɪntʁɛctɪktə	bəaentʁɛctɪktə	bəaɪntɾɛctɪctə	beeinträchtigte	x	Nach und nach wurden auch Heimschulen Rettungshäuser für verwahrloste sowie eine Art Krankenhausschulen für motorisch beeinträchtigte Kinder geschaffen sog Orthopädische Institute
haɪmʊntɐbʁɪŋʊŋ	haemʊntɛʁbʁɪŋʊŋ	haɪmʊntɜbɾɪŋʊŋ	Heimunterbringung	x	Die Absicht dabei war die hohen Kosten für die Heimunterbringung der Schüler zu sparen mehr Schülern die Teilnahme am Unterricht zu ermöglichen und nicht zuletzt sollten die Kinder an ihrem Heimatort leben und integriert sein können
ʊntɐʁɪct	ʊntɛʁʁɪct	ʊntɜrɪct	Unterricht	x	Die Absicht dabei war die hohen Kosten für die Heimunterbringung der Schüler zu sparen mehr Schülern die Teilnahme am Unterricht zu ermöglichen und nicht zuletzt sollten die Kinder an ihrem Heimatort leben und integriert sein können
ɪnteɡʁatsionsbəvekʊŋ	ɪntɛgʁatsɪonsbevegʊŋ	ɪntɛɡɾatsjonsbeveɡʊŋ	Integrationsbewegung	x	Diese Bewegung ist ein früher Vorläufer der heutigen Integrationsbewegung
mɪthaltn	mɪthaltən	mɪthaltən	mithalten	x	Sie waren für Schüler gedacht die an der Volksschule nicht mithalten konnten aber an Schulen für geistig behinderte Kinder unterfordert waren
ʊntɐfɔʁdɐt	ʊntɛʁfɔʁdɛʁt	ʊntɜfɔɾdɜt	unterfordert	x	Sie waren für Schüler gedacht die an der Volksschule nicht mithalten konnten aber an Schulen für geistig behinderte Kinder unterfordert waren
ɔʁɡanizatsion	ɔʁganizatsɪon	ɔɾɡanizatsjon	Organisation	x	Organisation und Inhalte entsprachen der Volksschule
ɛntʃpʁaxn	ɛntʃpʁaxən	ɛntʃpɾɑxən	entsprachen	x	Organisation und Inhalte entsprachen der Volksschule
fɛɐhaltnsaʊffɛlɪɡə	fɛɐhaltɛnzaoffɛllɪgə	fɛɾhaltənzaʊfɛlɪɡə	verhaltensauffällige	x	Auch für verhaltensauffällige Kinder wurden verschiedene Hilfen entwickelt
hɪlfn	hɪlfən	hɪlfən	Hilfen	x	Auch für verhaltensauffällige Kinder wurden verschiedene Hilfen entwickelt
natsionalzotsialɪsmʊs	natsɪonalzotsialɪsmʊs	natsjonalzotsialɪsmʊs	Nationalsozialismus	x	Es folgte die Zeit des Nationalsozialismus mit dem Versuch die bisherigen Erfolge rückgängig zu machen
aʊfɡəaʁbaɪtət	aofgəaʁbəitət	aʊfɡəaɾbaɪtət	aufgearbeitet	x	Dieser Zeitabschnitt der Geschichte wurde danach jahrzehntelang nicht untersucht und aufgearbeitet
zɔndɐʃulvɛsɛns	zɔndɛʁʃʊlvezɛns	zɔndɜʃʊlvezəns	Sonderschulwesens	x	Schon seit den Anfängen des Sonderschulwesens war das Ziel behinderte Menschen in die Gesellschaft zu integrieren
fɛɐzɔʁɡn	fɛɐzɔʁgən	fɛɾzɔɾɡən	versorgen	x	Sie sollten die gleichen Rechte haben und sich so weit wie möglich selbst versorgen können
uɐʃpʁʏŋlɪc	ʊʁspʁʏŋlɪc	??ʃpɾyŋlɪc	ursprünglich	x	Die Einteilung in verschiedene Fachrichtungen wurde ursprünglich vorgenommen um Einzelnen gezielter helfen zu können und spezielle Unterrichtsmethoden auf ihre Wirksamkeit hin zu prüfen
ɡətsiltɐ	gətsiltɐ	ɡətsiltɜ	gezielter	x	Die Einteilung in verschiedene Fachrichtungen wurde ursprünglich vorgenommen um Einzelnen gezielter helfen zu können und spezielle Unterrichtsmethoden auf ihre Wirksamkeit hin zu prüfen
ʊntɐʁɪctsmethoden	ʊntɛʁʁɪctsmɛtodən	ʊntɜrɪctsmetodən	Unterrichtsmethoden	x	Die Einteilung in verschiedene Fachrichtungen wurde ursprünglich vorgenommen um Einzelnen gezielter helfen zu können und spezielle Unterrichtsmethoden auf ihre Wirksamkeit hin zu prüfen
vɪʁkzamkaɪt	vɪʁkzamkəit	vɪɾkzɑmkaɪt	Wirksamkeit	x	Die Einteilung in verschiedene Fachrichtungen wurde ursprünglich vorgenommen um Einzelnen gezielter helfen zu können und spezielle Unterrichtsmethoden auf ihre Wirksamkeit hin zu prüfen
bɛʁɡn	bɛɐgŋ	bɛɾɡən	bergen	x	Doch bergen solche Institutionen auch immer die Gefahr Menschen zu stigmatisieren und in eine Kategorie einzuordnen
