grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per
sincerar	sinθeɾaɾ	sinθeɾaɾ	sˌinθeɾˈaɾ	sinθeɾaɾ	dict	[]	0.000	0.250	0.000
sinceridad	sinθeɾidad	sinθeɾiðað	sˌinθeɾiðˈad	sinθeɾidad	dict	[]	0.200	0.300	0.000
sinceridades	sinθeɾidades	sinθeɾiðaðes	sˌinθeɾiðˈaðes	sinθeɾidades	compound	sinceridad|es	0.167	0.333	0.000
sincero	sinθeɾo	sinθeɾo	sinθˈeɾo	sinθeɾo	dict	[]	0.000	0.143	0.000
sincerísimo	sinθeɾisimo	sinθeˈɾisimo	sˌinθeɾˈisimo	sinθeɾisimo	compound	[]	0.091	0.182	0.000
sincitial	sinθitjal	sinθitjal	sˌinθitjˈal	sinθitʝal	compound	sin|ci|tia|l	0.000	0.222	0.111
sincitiotrofoblasto	sinθitjotɾofoblasto	sinθitiotɾofoblasto	sˌinθitjˌotɾofoβlˈasto	sinθitʝotɾofoblasto	compound	sin|ci|ti|otro|f|o|b|lasto	0.053	0.211	0.053
sincopa	sinkopa	siŋkopa	sinkˈopa	sinkopa	dict	[]	0.143	0.143	0.000
sincopada	sinkopada	siŋkopaða	sˌinkopˈaða	sinkopada	dict	[]	0.222	0.333	0.000
sincopadas	sinkopadas	siŋkopaðas	sˌinkopˈaðas	sinkopadas	dict	[]	0.200	0.300	0.000
sincopado	sinkopado	siŋkopaðo	sˌinkopˈaðo	sinkopado	dict	[]	0.222	0.333	0.000
sincopados	sinkopados	siŋkopaðos	sˌinkopˈaðos	sinkopados	dict	[]	0.200	0.300	0.000
sincopamos	sinkopamos	siŋkopamos	sˌinkopˈamos	sinkopamos	dict	[]	0.100	0.200	0.000
sincopando	sinkopando	siŋkopando	sˌinkopˈando	sinkopando	dict	[]	0.100	0.200	0.000
sincopar	sinkopaɾ	siŋkopaɾ	sˌinkopˈaɾ	sinkopaɾ	dict	[]	0.125	0.250	0.000
sincopara	sinkopaɾa	siŋkopaɾa	sˌinkopˈaɾa	sinkopaɾa	dict	[]	0.111	0.222	0.000
sincoparas	sinkopaɾas	siŋkopaɾas	sˌinkopˈaɾas	sinkopaɾas	dict	[]	0.100	0.200	0.000
sincopareis	sinkopaɾeis	siŋkopaɾeis	sˌinkopˈaɾeɪs	sinkopaɾeis	dict	[]	0.091	0.273	0.000
sincoparemos	sinkopaɾemos	siŋkopaɾemos	sˌinkopaɾˈemos	sinkopaɾemos	dict	[]	0.083	0.167	0.000
sincopares	sinkopaɾes	siŋkopaɾes	sˌinkopˈaɾes	sinkopaɾes	dict	[]	0.100	0.200	0.000
sincopará	sinkopaɾa	siŋkopaˈɾa	sˌinkopaɾˈa	sinkopaɾa	dict	[]	0.222	0.222	0.000
sincoparás	sinkopaɾas	siŋkopaˈɾas	sˌinkopaɾˈas	sinkopaɾas	dict	[]	0.200	0.200	0.000
sincoparíamos	sinkopaɾiamos	siŋkopaˈɾiamos	sˌinkopaɾˈiamos	sinkopaɾiamos	dict	[]	0.154	0.154	0.000
sincopas	sinkopas	siŋkopas	sinkˈopas	sinkopas	dict	[]	0.125	0.125	0.000
sincopaste	sinkopaste	siŋkopaste	sˌinkopˈaste	sinkopaste	dict	[]	0.100	0.200	0.000
sincope	sinkope	siŋkope	sinkˈope	sinkope	dict	[]	0.143	0.143	0.000
sincopemos	sinkopemos	siŋkopemos	sˌinkopˈemos	sinkopemos	dict	[]	0.100	0.200	0.000
sincopes	sinkopes	siŋkopes	sinkˈopes	sinkopes	dict	[]	0.125	0.125	0.000
sincopo	sinkopo	siŋkopo	sinkˈopo	sinkopo	dict	[]	0.143	0.143	0.000
sincopáramos	sinkopaɾamos	siŋkoˈpaɾamos	sˌinkopˈaɾamos	sinkopaɾamos	dict	[]	0.167	0.167	0.000
sincretismo	sinkɾetismo	sinkɾetizmo	sˌinkɾetˈismo	sinkɾetismo	dict	[]	0.091	0.182	0.000
sincretizada	sinkɾetiθada	sinkretiθada	sˌinkɾetiθˈaða	sinkɾetiθada	compound	sin|c|re|tiza|da	0.083	0.250	0.000
sincretizadas	sinkɾetiθadas	sinkretiθadas	sˌinkɾetiθˈaðas	sinkɾetiθadas	compound	sin|c|re|tiza|das	0.077	0.231	0.000
sincretizado	sinkɾetiθado	sinkretiθado	sˌinkɾetiθˈaðo	sinkɾetiθado	compound	sin|c|re|tiza|do	0.083	0.250	0.000
sincretizados	sinkɾetiθados	sinkretiθados	sˌinkɾetiθˈaðos	sinkɾetiθados	compound	sin|c|re|tiza|dos	0.077	0.231	0.000
sincretizar	sinkɾetiθaɾ	sinkretiθar	sˌinkɾetiθˈaɾ	sinkɾetiθaɾ	compound	sin|c|re|tiza|r	0.182	0.182	0.000
sincronicidad	sinkɾoniθidad	sinkɾoniθiðað	sˌinkɾonˌiθiðˈad	sinkɾoniθidad	compound	sin|cronicidad	0.154	0.308	0.000
sincronismo	sinkɾonismo	sinkɾonizmo	sˌinkɾonˈismo	sinkɾonismo	dict	[]	0.091	0.182	0.000
sincronización	sinkɾoniθaθjon	sinkɾoniθaˈθjon	sˌinkɾonˌiθaθjˈon	sinkɾoniθaθʝon	dict	[]	0.071	0.214	0.071
sincronizada	sinkɾoniθada	sinkɾoniθaða	sˌinkɾoniθˈaða	sinkɾoniθada	dict	[]	0.083	0.250	0.000
sincronizadas	sinkɾoniθadas	sinkɾoniθaðas	sˌinkɾoniθˈaðas	sinkɾoniθadas	dict	[]	0.077	0.231	0.000
sincronizado	sinkɾoniθado	sinkɾoniθaðo	sˌinkɾoniθˈaðo	sinkɾoniθado	dict	[]	0.083	0.250	0.000
sincronizador	sinkɾoniθadoɾ	sinkɾoniθaðor	sˌinkɾonˌiθaðˈoɾ	sinkɾoniθadoɾ	compound	sincronizado|r	0.154	0.308	0.000
sincronizados	sinkɾoniθados	sinkɾoniθaðos	sˌinkɾoniθˈaðos	sinkɾoniθados	dict	[]	0.077	0.231	0.000
sincronizar	sinkɾoniθaɾ	sinkɾoniθaɾ	sˌinkɾoniθˈaɾ	sinkɾoniθaɾ	dict	[]	0.000	0.182	0.000
sincárpico	sinkaɾpiko	sinˈkaɾpiko	sinkˈaɾpiko	sinkaɾpiko	compound	[]	0.100	0.100	0.000
sindarin	sindaɾin	sindaɾin	sindˈaɾin	sindaɾin	compound	sin|dar|in	0.000	0.125	0.000
sindesmofito	sindesmofito	sindesmofito	sˌindesmofˈito	sindesmofito	compound	sin|des|mo|fito	0.000	0.167	0.000
sindicada	sindikada	sindikaða	sˌindikˈaða	sindikada	dict	[]	0.111	0.333	0.000
sindicadas	sindikadas	sindikaðas	sˌindikˈaðas	sindikadas	dict	[]	0.100	0.300	0.000
sindicado	sindikado	sindikaðo	sˌindikˈaðo	sindikado	dict	[]	0.111	0.333	0.000
sindicados	sindikados	sindikaðos	sˌindikˈaðos	sindikados	dict	[]	0.100	0.300	0.000
sindical	sindikal	sindikal	sˌindikˈal	sindikal	dict	[]	0.000	0.250	0.000
sindicalero	sindikaleɾo	sindikaleɾo	sˌindikalˈeɾo	sindikaleɾo	compound	sindical|ero	0.000	0.182	0.000
sindicalista	sindikalista	sindikalista	sˌindikalˈista	sindikalista	dict	[]	0.000	0.167	0.000
sindicalización	sindikaliθaθjon	sindikaliθaθjon	sˌindikˌaliθaθjˈon	sindikaliθaθʝon	compound	sindical|iza|ción	0.000	0.200	0.067
sindicalizada	sindikaliθada	sindikaliθaða	sˌindikˌaliθˈaða	sindikaliθada	compound	sindical|izada	0.077	0.308	0.000
sindicalizadas	sindikaliθadas	sindikaliθaðas	sˌindikˌaliθˈaðas	sindikaliθadas	compound	sindical|izadas	0.071	0.286	0.000
sindicalizado	sindikaliθado	sindikaliθaðo	sˌindikˌaliθˈaðo	sindikaliθado	compound	sindical|izado	0.077	0.308	0.000
sindicalizados	sindikaliθados	sindikaliθaðos	sˌindikˌaliθˈaðos	sindikaliθados	compound	sindical|izados	0.071	0.286	0.000
sindicalizar	sindikaliθaɾ	sindikaliθaɾ	sˌindikˌaliθˈaɾ	sindikaliθaɾ	compound	sindical|izar	0.000	0.250	0.000
sindicar	sindikaɾ	sindikaɾ	sˌindikˈaɾ	sindikaɾ	dict	[]	0.000	0.250	0.000
sindicato	sindikato	sindikato	sˌindikˈato	sindikato	dict	[]	0.000	0.222	0.000
sindonología	sindonoloxia	sindonoloˈxia	sˌindonˌoloxˈia	sindonoloxia	compound	[]	0.083	0.250	0.000
sindrómico	sindɾomiko	sinˈdɾomiko	sindɾˈomiko	sindɾomiko	compound	[]	0.100	0.100	0.000
sindéresis	sindeɾesis	sinˈderesis	sindˈeɾesis	sindeɾesis	compound	sin|dé|res|is	0.200	0.100	0.000
sinecismo	sineθismo	sineθismo	sˌineθˈismo	sineθismo	compound	sin|e|ci|s|mo	0.000	0.222	0.000
sinedrión	sinedɾjon	sinedˈrjon	sˌineðɾiˈon	sinedɾʝon	compound	sin|e|d|rió|n	0.222	0.444	0.111
sinergético	sineɾxetiko	sineɾɡˈetiko	sˌineɾxˈetiko	sineɾxetiko	compound	sin|erg|ético	0.182	0.182	0.000
sinestesia	sinestesja	sinestesja	sˌinestˈesja	sinestesʝa	dict	[]	0.000	0.200	0.100
sinestética	sinestetika	sineˈstetika	sˌinestˈetika	sinestetika	compound	sin|estética	0.091	0.182	0.000
sinfonía	sinfonia	simfoˈnia	sˌimfonˈia	simfonia	dict	[]	0.250	0.375	0.125
sinfín	sinfin	siˈmfin	simfˈin	simfin	dict	[]	0.333	0.333	0.167
sinfónica	sinfonika	siˈmfonika	simfˈonika	simfonika	dict	[]	0.222	0.222	0.111
sinfónicas	sinfonikas	siˈmfonikas	simfˈonikas	simfonikas	dict	[]	0.200	0.200	0.100
sinfónico	sinfoniko	siˈmfoniko	simfˈoniko	simfoniko	dict	[]	0.222	0.222	0.111
sinfónicos	sinfonikos	siˈmfonikos	simfˈonikos	simfonikos	dict	[]	0.200	0.200	0.100
singapurenses	sinɡapuɾenses	sinxapuɾenses	sˌiŋɡapuɾˈɛnses	singapuɾenses	compound	sin|g|apuren|ses	0.077	0.308	0.077
singar	sinɡaɾ	sinɡaɾ	siŋɡˈaɾ	singaɾ	compound	sin|gar	0.000	0.333	0.167
singladura	sinɡladuɾa	siŋglaðuɾa	sˌiŋɡlaðˈuɾa	singladuɾa	dict	[]	0.300	0.400	0.100
single	sinɡle	siŋgle	sˈiŋɡle	single	dict	[]	0.333	0.333	0.167
singlés	sinɡles	sinɡles	siŋɡlˈes	singles	dict	[]	0.000	0.286	0.143
singonio	sinɡonjo	sinˈɡonjo	siŋɡˈonjo	singonʝo	all_lang	[]	0.125	0.250	0.250
singular	sinɡulaɾ	siŋgulaɾ	sˌiŋɡulˈaɾ	singulaɾ	dict	[]	0.250	0.375	0.125
singulares	sinɡulaɾes	siŋgulaɾes	sˌiŋɡulˈaɾes	singulaɾes	dict	[]	0.200	0.300	0.100
singularidad	sinɡulaɾidad	siŋgulaɾiðað	sˌiŋɡulˌaɾiðˈad	singulaɾidad	dict	[]	0.333	0.417	0.083
singularización	sinɡulaɾiθaθjon	sinɡulaɾiθaθjon	sˌiŋɡulˌaɾiθaθjˈon	singulaɾiθaθʝon	dict	[]	0.000	0.267	0.133
singularizada	sinɡulaɾiθada	siŋgulaɾiθaða	sˌiŋɡulˌaɾiθˈaða	singulaɾiθada	dict	[]	0.231	0.385	0.077
singularizadas	sinɡulaɾiθadas	siŋgulaɾiθaðas	sˌiŋɡulˌaɾiθˈaðas	singulaɾiθadas	dict	[]	0.214	0.357	0.071
singularizado	sinɡulaɾiθado	siŋgulaɾiθaðo	sˌiŋɡulˌaɾiθˈaðo	singulaɾiθado	dict	[]	0.231	0.385	0.077
singularizados	sinɡulaɾiθados	siŋgulaɾiθaðos	sˌiŋɡulˌaɾiθˈaðos	singulaɾiθados	dict	[]	0.214	0.357	0.071
singularizar	sinɡulaɾiθaɾ	siŋgulaɾiθaɾ	sˌiŋɡulˌaɾiθˈaɾ	singulaɾiθaɾ	dict	[]	0.167	0.333	0.083
singularmente	sinɡulaɾmente	siŋgulaɾmente	sˌiŋɡulˈaɾmˈente	singulaɾmente	dict	[]	0.154	0.308	0.077
singulto	sinɡulto	sinɡulto	siŋɡˈulto	singulto	dict	[]	0.000	0.250	0.125
sinhogarismo	sinoɡaɾismo	sinoɣaɾismo	sˌinoɣaɾˈismo	sinogaɾismo	compound	sin|hogar|is|mo	0.091	0.273	0.091
siniestra	sinjestɾa	sinjestɾa	sinjˈestɾa	sinʝestɾa	dict	[]	0.000	0.111	0.111
siniestralidad	sinjestɾalidad	sinjestɾaliðað	sˌinjestɾˌaliðˈad	sinʝestɾalidad	dict	[]	0.143	0.286	0.071
siniestro	sinjestɾo	sinjestɾo	sinjˈestɾo	sinʝestɾo	dict	[]	0.000	0.111	0.111
sinistrorso	sinistɾoɾso	sinisˈtɾoɾso	sˌinistɾˈoɾso	sinistɾoɾso	all_lang	[]	0.091	0.182	0.000
sinnúmero	sinnumeɾo	sinˈnumeɾo	sinnˈumeɾo	sinnumeɾo	compound	sin|número	0.111	0.111	0.000
sino	sino	sino	sˈino	sino	dict	[]	0.000	0.250	0.000
sinocoreana	sinokoɾeana	sinokoɾeana	sˌinokˌoɾeˈana	sinokoɾeana	compound	sino|coreana	0.000	0.273	0.000
sinocoreanas	sinokoɾeanas	sinokoɾeanas	sˌinokˌoɾeˈanas	sinokoɾeanas	compound	sino|coreanas	0.000	0.250	0.000
sinocoreano	sinokoɾeano	sinokoɾeano	sˌinokˌoɾeˈano	sinokoɾeano	compound	sino|coreano	0.000	0.273	0.000
sinocoreanos	sinokoɾeanos	sinokoɾeanos	sˌinokˌoɾeˈanos	sinokoɾeanos	compound	sino|coreanos	0.000	0.250	0.000
sinoestadounidense	sinoestadounidense	sinoestaðouniðense	sˌinoˌestaðˌowniðˈɛnse	sinoestadounidense	compound	sino|estadounidense	0.111	0.444	0.000
sinoestadounidenses	sinoestadounidenses	sinoestaðouniðenses	sˌinoˌestaðˌowniðˈɛnses	sinoestadounidenses	compound	sino|estadounidenses	0.105	0.421	0.000
sinología	sinoloxia	sinoloˈxia	sˌinoloxˈia	sinoloxia	dict	[]	0.111	0.222	0.000
sinonimia	sinonimja	sinonimja	sˌinonˈimja	sinonimʝa	dict	[]	0.000	0.222	0.111
sinonimizada	sinonimiθada	sinonimiθada	sˌinonˌimiθˈaða	sinonimiθada	compound	sino|ni|miza|da	0.000	0.333	0.000
sinonimizadas	sinonimiθadas	sinonimiθadas	sˌinonˌimiθˈaðas	sinonimiθadas	compound	sino|ni|miza|das	0.000	0.308	0.000
sinonimizado	sinonimiθado	sinonimiθado	sˌinonˌimiθˈaðo	sinonimiθado	compound	sino|ni|miza|do	0.000	0.333	0.000
sinonimizados	sinonimiθados	sinonimiθados	sˌinonˌimiθˈaðos	sinonimiθados	compound	sino|ni|miza|dos	0.000	0.308	0.000
sinonimizar	sinonimiθaɾ	sinonimiθar	sˌinonˌimiθˈaɾ	sinonimiθaɾ	compound	sino|ni|miza|r	0.091	0.273	0.000
sinople	sinople	sinople	sinˈople	sinople	dict	[]	0.000	0.143	0.000
sinopsis	sinobsis	sinopsis	sinˈopsis	sinopsis	dict	[]	0.125	0.250	0.125
sinos	sinos	sinos	sˈinos	sinos	dict	[]	0.000	0.200	0.000
sinostosis	sinostosis	sinostosis	sˌinostˈosis	sinostosis	compound	sinos|tos|is	0.000	0.200	0.000
sinovitis	sinobitis	sinoβitis	sˌinoβˈitis	sinobitis	dict	[]	0.111	0.333	0.000
sinpa	simpa	simpa	sˈimpa	sinpa	dict	[]	0.000	0.200	0.200
sinsabor	sinsaboɾ	sinsaβoɾ	sˌinsaβˈoɾ	sinsaboɾ	dict	[]	0.125	0.375	0.000
sinsentido	sinsentido	sinsentiðo	sˌinsentˈiðo	sinsentido	compound	sin|sentido	0.100	0.300	0.000
sinsonte	sinsonte	sinsonte	sinsˈonte	sinsonte	compound	sin|son|te	0.000	0.125	0.000
sintagmática	sintaɡmatika	sintaxmˈatika	sˌintaɡmˈatika	sintagmatika	compound	sin|ta|g|m|ática	0.167	0.167	0.083
sintagmáticas	sintaɡmatikas	sintaxmˈatikas	sˌintaɡmˈatikas	sintagmatikas	compound	sin|ta|g|m|áticas	0.154	0.154	0.077
sintagmático	sintaɡmatiko	sintaxmˈatiko	sˌintaɡmˈatiko	sintagmatiko	compound	sin|ta|g|m|ático	0.167	0.167	0.083
sintagmáticos	sintaɡmatikos	sintaxmˈatikos	sˌintaɡmˈatikos	sintagmatikos	compound	sin|ta|g|m|áticos	0.154	0.154	0.077
sintasa	sintasa	sintasa	sintˈasa	sintasa	compound	sin|tasa	0.000	0.143	0.000
sintaxis	sintaɡsis	sintaksis	sintˈaksis	sintaksis	dict	[]	0.111	0.222	0.111
sinte	sinte	sinte	sˈinte	sinte	compound	sin|te	0.000	0.200	0.000
sinterización	sinteɾiθaθjon	sinteɾiθaθjon	sˌinteɾˌiθaθjˈon	sinteɾiθaθʝon	compound	sin|ter|iza|ción	0.000	0.231	0.077
sinterizada	sinteɾiθada	sinteɾiθaða	sˌinteɾiθˈaða	sinteɾiθada	compound	sin|ter|izada	0.091	0.273	0.000
sinterizadas	sinteɾiθadas	sinteɾiθaðas	sˌinteɾiθˈaðas	sinteɾiθadas	compound	sin|ter|izadas	0.083	0.250	0.000
sinterizado	sinteɾiθado	sinteɾiθaðo	sˌinteɾiθˈaðo	sinteɾiθado	compound	sin|ter|izado	0.091	0.273	0.000
sinterizados	sinteɾiθados	sinteɾiθaðos	sˌinteɾiθˈaðos	sinteɾiθados	compound	sin|ter|izados	0.083	0.250	0.000
sinterizar	sinteɾiθaɾ	sinteɾiθaɾ	sˌinteɾiθˈaɾ	sinteɾiθaɾ	compound	sin|ter|izar	0.000	0.200	0.000
sintetizada	sintetiθada	sintetiθaða	sˌintetiθˈaða	sintetiθada	dict	[]	0.091	0.273	0.000
sintetizadas	sintetiθadas	sintetiθaðas	sˌintetiθˈaðas	sintetiθadas	dict	[]	0.083	0.250	0.000
sintetizado	sintetiθado	sintetiθaðo	sˌintetiθˈaðo	sintetiθado	dict	[]	0.091	0.273	0.000
sintetizador	sintetiθadoɾ	sintetiθaðoɾ	sˌintetˌiθaðˈoɾ	sintetiθadoɾ	dict	[]	0.083	0.333	0.000
sintetizados	sintetiθados	sintetiθaðos	sˌintetiθˈaðos	sintetiθados	dict	[]	0.083	0.250	0.000
sintetizar	sintetiθaɾ	sintetiθaɾ	sˌintetiθˈaɾ	sintetiθaɾ	dict	[]	0.000	0.200	0.000
sintiencia	sintjenθja	sintienθja	sintjˈɛnθja	sintʝenθʝa	compound	sin|ti|encia	0.100	0.200	0.200
sintió	sintjo	sinˈtjo	sintjˈo	sintʝo	dict	[]	0.167	0.167	0.167
sintomática	sintomatika	sintoˈmatika	sˌintomˈatika	sintomatika	dict	[]	0.091	0.182	0.000
sintomáticas	sintomatikas	sintoˈmatikas	sˌintomˈatikas	sintomatikas	dict	[]	0.083	0.167	0.000
sintomático	sintomatiko	sintoˈmatiko	sˌintomˈatiko	sintomatiko	dict	[]	0.091	0.182	0.000
sintomáticos	sintomatikos	sintoˈmatikos	sˌintomˈatikos	sintomatikos	dict	[]	0.083	0.167	0.000
sintoniza	sintoniθa	sintoniθa	sˌintonˈiθa	sintoniθa	dict	[]	0.000	0.222	0.000
sintonizada	sintoniθada	sintoniθaða	sˌintoniθˈaða	sintoniθada	dict	[]	0.091	0.273	0.000
sintonizadas	sintoniθadas	sintoniθaðas	sˌintoniθˈaðas	sintoniθadas	dict	[]	0.083	0.250	0.000
sintonizado	sintoniθado	sintoniθaðo	sˌintoniθˈaðo	sintoniθado	dict	[]	0.091	0.273	0.000
sintonizador	sintoniθadoɾ	sintoniθaðoɾ	sˌintonˌiθaðˈoɾ	sintoniθadoɾ	dict	[]	0.083	0.333	0.000
sintonizados	sintoniθados	sintoniθaðos	sˌintoniθˈaðos	sintoniθados	dict	[]	0.083	0.250	0.000
sintonizamos	sintoniθamos	sintoniθamos	sˌintoniθˈamos	sintoniθamos	dict	[]	0.000	0.167	0.000
sintonizando	sintoniθando	sintoniθando	sˌintoniθˈando	sintoniθando	dict	[]	0.000	0.167	0.000
sintonizar	sintoniθaɾ	sintoniθaɾ	sˌintoniθˈaɾ	sintoniθaɾ	dict	[]	0.000	0.200	0.000
sintonizara	sintoniθaɾa	sintoniθaɾa	sˌintoniθˈaɾa	sintoniθaɾa	dict	[]	0.000	0.182	0.000
sintonizaras	sintoniθaɾas	sintoniθaɾas	sˌintoniθˈaɾas	sintoniθaɾas	dict	[]	0.000	0.167	0.000
sintonizareis	sintoniθaɾeis	sintoniθaɾeis	sˌintoniθˈaɾeɪs	sintoniθaɾeis	dict	[]	0.000	0.231	0.000
sintonizaremos	sintoniθaɾemos	sintoniθaɾemos	sˌintonˌiθaɾˈemos	sintoniθaɾemos	dict	[]	0.000	0.214	0.000
sintonizares	sintoniθaɾes	sintoniθaɾes	sˌintoniθˈaɾes	sintoniθaɾes	dict	[]	0.000	0.167	0.000
sintonizará	sintoniθaɾa	sintoniθaˈɾa	sˌintonˌiθaɾˈa	sintoniθaɾa	dict	[]	0.091	0.273	0.000
sintonizaríamos	sintoniθaɾiamos	sintoniθaˈɾiamos	sˌintonˌiθaɾˈiamos	sintoniθaɾiamos	dict	[]	0.067	0.200	0.000
sintonizas	sintoniθas	sintoniθas	sˌintonˈiθas	sintoniθas	dict	[]	0.000	0.200	0.000
sintonizo	sintoniθo	sintoniθo	sˌintonˈiθo	sintoniθo	dict	[]	0.000	0.222	0.000
sintonizáramos	sintoniθaɾamos	sintoniˈθaɾamos	sˌintoniθˈaɾamos	sintoniθaɾamos	dict	[]	0.071	0.143	0.000
sintonía	sintonia	sintoˈnia	sˌintonˈia	sintonia	dict	[]	0.125	0.250	0.000
sintoísmo	sintoismo	sintoˈizmo	sˌintoˈismo	sintoismo	dict	[]	0.222	0.222	0.000
sintáctico	sintaɡtiko	sinˈtaktiko	sintˈaktiko	sintaktiko	dict	[]	0.200	0.200	0.100
sintético	sintetiko	sinˈtetiko	sintˈetiko	sintetiko	dict	[]	0.111	0.111	0.000
sintónico	sintoniko	sinˈtoniko	sintˈoniko	sintoniko	dict	[]	0.111	0.111	0.000
sinuado	sinwado	sinwado	sinwˈaðo	sinwado	compound	sin|ua|do	0.000	0.286	0.000
sinusal	sinusal	sinusal	sˌinusˈal	sinusal	compound	sin|usa|l	0.000	0.286	0.000
sinusitis	sinusitis	sinusitis	sˌinusˈitis	sinusitis	dict	[]	0.000	0.222	0.000
sinvergonzonería	simbeɾɡonθoneɾia	sinbeɾɡonθoneˈɾia	sˌimbeɾɣˌonθoneɾˈia	simbeɾgonθoneɾia	compound	sin|ver|go|nz|on|ería	0.125	0.250	0.062
sinvergonzones	simbeɾɡonθones	sinbeɾɡonθones	sˌimbeɾɣonθˈones	simbeɾgonθones	compound	sin|ver|go|nz|on|es	0.071	0.214	0.071
sinvergonzón	simbeɾɡonθon	simbeɾɡonˈθon	sˌimbeɾɣonθˈon	simbeɾgonθon	compound	[]	0.083	0.250	0.083
sinvergüencería	simbeɾɡwenθeɾia	simbeɾɣwenθeˈɾia	sˌimbeɾɣˌuenθeɾˈia	simbeɾgwenθeɾia	dict	[]	0.133	0.333	0.067
sinvergüenza	simbeɾɡwenθa	simbeɾɣwenθa	sˌimbeɾɣuˈɛnθa	simbeɾgwenθa	dict	[]	0.083	0.417	0.083
sinvergüenzura	simbeɾɡwenθuɾa	simbeɾɡwenˈθuɾa	sˌimbeɾɣˌuenθˈuɾa	simbeɾgwenθuɾa	compound	[]	0.071	0.357	0.071
sinvivir	simbibiɾ	simbibiɾ	sˌimbiβˈiɾ	simbibiɾ	dict	[]	0.000	0.375	0.000
sináptico	sinabtiko	siˈnabtiko	sinˈapːtiko	sinaptiko	compound	[]	0.111	0.333	0.111
sinécdoque	sineɡdoke	siˈneɡdoke	sinˈekðoke	sinekdoke	compound	[]	0.111	0.333	0.111
sinéresis	sineɾesis	siˈneɾesis	sinˈeɾesis	sineɾesis	dict	[]	0.111	0.111	0.000
sinófilo	sinofilo	siˈnofilo	sinˈofilo	sinofilo	compound	[]	0.125	0.125	0.000
sinóloga	sinoloɡa	siˈnoloɡa	sinˈoloɣa	sinologa	compound	[]	0.125	0.250	0.125
sinólogas	sinoloɡas	siˈnoloɡas	sinˈoloɣas	sinologas	compound	[]	0.111	0.222	0.111
sinólogo	sinoloɡo	siˈnoloɡo	sinˈoloɣo	sinologo	compound	[]	0.125	0.250	0.125
sinólogos	sinoloɡos	siˈnoloɡos	sinˈoloɣos	sinologos	compound	[]	0.111	0.222	0.111
sinónima	sinonima	siˈnonima	sinˈonima	sinonima	compound	[]	0.125	0.125	0.000
sinónimas	sinonimas	siˈnonimas	sinˈonimas	sinonimas	compound	[]	0.111	0.111	0.000
sinónimo	sinonimo	siˈnonimo	sinˈonimo	sinonimo	dict	[]	0.125	0.125	0.000
sinónimos	sinonimos	siˈnonimos	sinˈonimos	sinonimos	dict	[]	0.111	0.111	0.000
sionismo	sjonismo	sjonizmo	sjonˈismo	sʝonismo	dict	[]	0.125	0.125	0.125
sioux	sjuɡs	siouks	sjˈowks	sʝowi	compound	si|o|u|x	0.600	0.800	0.800
sip	sip	sip	sˈip	sip	compound	si|p	0.000	0.333	0.000
sipapú	sipapu	sipaˈpu	sˌipapˈu	sipapu	compound	[]	0.167	0.333	0.000
sipi	sipi	sipi	sˈipi	sipi	compound	si|pi	0.000	0.250	0.000
siquiera	sikjeɾa	sikjeɾa	sikjˈeɾa	sikʝeɾa	dict	[]	0.000	0.143	0.143
siracusana	siɾakusana	siɾakusana	sˌiɾakusˈana	siɾakusana	dict	[]	0.000	0.200	0.000
sirena	siɾena	siɾena	siɾˈena	siɾena	dict	[]	0.000	0.167	0.000
sirenio	siɾenjo	siɾenjo	siɾˈenjo	siɾenʝo	dict	[]	0.000	0.143	0.143
sirenita	siɾenita	sirenita	sˌiɾenˈita	siɾenita	compound	si|ren|ita	0.125	0.250	0.000
sirga	siɾɡa	siɾɣa	sˈiɾɣa	siɾga	dict	[]	0.200	0.400	0.200
sirgada	siɾɡada	siɾɣaða	siɾɣˈaða	siɾgada	dict	[]	0.286	0.429	0.143
sirgadas	siɾɡadas	siɾɣaðas	siɾɣˈaðas	siɾgadas	dict	[]	0.250	0.375	0.125
sirgado	siɾɡado	siɾɣaðo	siɾɣˈaðo	siɾgado	dict	[]	0.286	0.429	0.143
sirgados	siɾɡados	siɾɣaðos	siɾɣˈaðos	siɾgados	dict	[]	0.250	0.375	0.125
sirgar	siɾɡaɾ	siɾɣaɾ	siɾɣˈaɾ	siɾgaɾ	dict	[]	0.167	0.333	0.167
siria	siɾja	siɾja	sˈiɾja	siɾʝa	dict	[]	0.000	0.200	0.200
sirias	siɾjas	siɾjas	sˈiɾjas	siɾʝas	dict	[]	0.000	0.167	0.167
sirimiri	siɾimiɾi	sirimiri	sˌiɾimˈiɾi	siɾimiɾi	compound	si|ri|mi|ri	0.250	0.250	0.000
sirimiris	siɾimiɾis	sirimiris	sˌiɾimˈiɾis	siɾimiɾis	compound	si|ri|mi|ris	0.222	0.222	0.000
sirindanga	siɾindanɡa	sirindanɡa	sˌiɾindˈaŋɡa	siɾindanga	compound	si|rindan|ga	0.100	0.300	0.100
siringe	siɾinxe	siɾiŋxe	siɾˈiŋxe	siɾinxe	dict	[]	0.143	0.286	0.000
siringuero	siɾinɡeɾo	siɾinɡeɾo	sˌiɾiŋɡˈeɾo	siɾingeɾo	dict	[]	0.000	0.333	0.111
sirio	siɾjo	siɾjo	sˈiɾjo	siɾʝo	dict	[]	0.000	0.200	0.200
