al	/al/
zahradu	/zaɦradʊ/
zahrady	/zaɦradɪ/
zahradách	/zaɦradaːx/
zahradám	/zaɦradaːm/
zahradě	/zaɦraɟɛ/
zahraniční	/zaɦraɲɪtʃɲiː/
zahraniční	/zaɦraɲɪt͡ʃɲiː/
zahraničních	/zaɦraɲɪtʃɲiːx/
zahraničních	/zaɦraɲɪt͡ʃɲiːx/
zahraničními	/zaɦraɲɪtʃɲiːmɪ/
zahraničními	/zaɦraɲɪt͡ʃɲiːmɪ/
zahraničněpolitický	/zaɦraɲɪtʃɲɛpolɪtɪtskiː/
zahraničněpolitický	/zaɦraɲɪt͡ʃɲɛpɔlɪtɪt͡skiː/
zahraničí	/zaɦraɲɪtʃiː/
zahraničí	/zaɦraɲɪt͡ʃiː/
zahrnout	/zaɦrnout/
zahrnout	/zaɦr̩nɔʊ̯t/
zahrnovat	/zaɦrnovat/
zahrnovat	/zaɦr̩nɔvat/
zahrnující	/zaɦrnujiːtsiː/
zahrnující	/zaɦr̩nʊjiːt͡siː/
zahrádce	/zaɦraːttsɛ/
zahrádce	/zaɦraːtt͡sɛ/
zahrádek	/zaɦraːdɛk/
zahrádka	/zaɦraːtka/
zahrádkami	/zaɦraːtkamɪ/
zahrádko	/zaɦraːtko/
zahrádko	/zaɦraːtkɔ/
zahrádkou	/zaɦraːtkou/
zahrádkou	/zaɦraːtkɔʊ̯/
zahrádku	/zaɦraːtku/
zahrádku	/zaɦraːtkʊ/
zahrádky	/zaɦraːtkɪ/
zahrádkách	/zaɦraːtkaːx/
zahrádkám	/zaɦraːtkaːm/
zahrádkář	/zaɦraːtkaːr̝/
zahrádkář	/ˈzaɦraːtkaːr̝̊/
zahrál	/zaɦraːl/
zahrát	/zaɦraːt/
zahynout	/zaɦɪnɔʊ̯t/
zahynula	/zaɦɪnula/
zahynula	/zaɦɪnʊla/
zahynuli	/zaɦɪnulo/
zahynuli	/zaɦɪnʊlɔ/
zahynulo	/zaɦɪnulo/
zahynulo	/zaɦɪnʊlɔ/
zahájen	/zaɦaːjɛn/
zahájena	/zaɦaːjɛna/
zahájeno	/zaɦaːjɛno/
zahájení	/zaɦaːjɛɲiː/
zahájení	/ˈzahaːjɛɲiː/
zahájil	/zaɦaːjɪl/
zahájila	/zaɦaːjɪla/
zahájili	/zaɦaːjɪlɪ/
zahájit	/zaɦaːjɪt/
zahálet	/zaɦaːlɛt/
zahálka	/zaɦaːlka/
zahálka	/ˈzaɦaːlka/
zahálčivost	/zaɦaːlt͡ʃɪvɔst/
zaháňský	/zaɦaːɲskiː/
zahřmět	/ˈzaɦr̝m̩ŋɛt/
zahřívaného	/zaɦr̝iːvanɛːɦo/
zahřívaného	/zaɦr̝iːvanɛːɦɔ/
zahřívá	/zaɦr̝iːvaː/
zainteresované	/zaɪntɛrɛsɔvanɛː/
zair	/zaɪr/
zajatci	/zajattsɪ/
zajatci	/zajatt͡sɪ/
zajatec	/zajatɛts/
zajatec	/zajatɛt͡s/
zajbrlík	/zajbrliːk/
zajbrlík	/ˈzajbr̩liːk/
zajdu	/zajdu/
zajděte	/zajdɛtɛ/
zajebaný	/zajɛbaniː/
zajebaný	/ˈza.jɛ.ba.niː/
zajet	/zajɛt/
zajet	/ˈzajɛt/
zajetí	/zajɛciː/
zajetí	/ˈzajɛciː/
zaječina	/ˈza.jɛ.t͡ʃɪ.na/
zaječí	/zajɛtʃiː/
zaječí	/ˈza.jɛ.t͡ʃiː/
zajistili	/zajɪscɪlɪ/
zajistit	/zajɪscɪt/
zajisté	/zajɪstɛː/
zajistí	/zajɪsciː/
zajištění	/zajɪʃcɛɲiː/
zajišťovat	/zajɪʃcovat/
zajišťovat	/ˈzajɪʃcɔvat/
zajišťovati	/zajɪʃcovacɪ/
zajišťovati	/ˈzajɪʃcɔvacɪ/
zajišťuje	/zajɪʃcujɛ/
zajišťuje	/ˈzajɪʃcʊjɛ/
zajišťující	/zajɪʃcujiːtsiː/
zajišťující	/zajɪʃcʊjiːt͡siː/
zajíc	/zajiːts/
zajíc	/zajiːt͡s/
zajímala	/zajiːmala/
zajímat	/zajiːmat/
zajímati	/zajiːmacɪ/
zajímavost	/zajiːmavost/
zajímavost	/ˈzajiːmavɔst/
zajímavá	/zajiːmavaː/
zajímavé	/zajiːmavɛː/
zajímavý	/zˈajiːmˌaviː/
zajímavý	/ˈzajiːˌmaviː/
zajímavější	/zajiːmavjɛjʃiː/
zajít	/zajiːt/
zajíčci	/zajiːtʃtsɪ/
zajíčci	/zajiːt͡ʃt͡sɪ/
zajíček	/zajiːtʃɛk/
zajíček	/zajiːt͡ʃɛk/
zajíždí	/zˈajiːʒɟiː/
zajíždí	/zajiːʒɟiː/
zakazoval	/zˈakazˌoval/
zakazoval	/zakazɔval/
zakazovat	/zakazovat/
zakazovat	/zakazɔvat/
zakazuje	/zakazujɛ/
zakazuje	/zakazʊjɛ/
zakaž	/ˈzakaʃ/
zakejhal	/ˈzakɛjɦal/
zakejhala	/zakɛjɦala/
zakejhala	/ˈzakɛjɦala/
zakejhat	/ˈzakɛjɦat/
zaklad	/zˈaklad/
zaklad	/ˈzaklad/
zakladatel	/zakladatɛl/
zakladatelem	/zakladatɛlɛm/
zaklaď	/zaklac/
zaklaď	/ˈzaklac/
zaklení	/ˈzaklɛɲiː/
zaklepat bačkorama	/ˈza.klɛ.pat ˈbat͡ʃ.kɔ.ra.ma/
zaklepavši	/zaklɛpafʃɪ/
zaklepání	/zaklɛpaːniː/
zakládat	/zaklaːdat/
zakládat na sádlo	/zaklaːdat na saːdlɔ/
zaklíněni	/zakliːɲɛɲɪ/
zaklít	/zakliːt/
zaklíti	/zakliːcɪ/
zakokrhat	/zakɔkr̩ɦat/
zakolísání	/zˈakolˌiːsaːɲiː/
zakolísání	/zakɔliːsaːɲiː/
zakonzervován	/zakonzɛrvovaːn/
zakonzervován	/zakɔnzɛrvɔvaːn/
zakončil	/zakontʃɪl/
zakončil	/zakɔnt͡ʃɪl/
zakopal	/zakɔpal/
zakopnout	/ˈza.kɔpnɔʊ̯t/
zakoukat se	/ˈzakɔʊ̯kat sɛ/
zakoupen	/zakoupɛn/
zakoupen	/zakɔʊ̯pɛn/
zakoupený	/zakoupɛniː/
zakoupený	/zakɔʊpɛniː/
zakouřit si	/zakɔʊ̯r̝ɪt sɪ/
zakořeněn	/zakor̝ɛɲɛn/
zakořeněn	/zakɔr̝ɛɲɛn/
zakošerovat	/zakoʃɛrovat/
zakošerovat	/zakɔʃɛrɔvat/
zakrnělý	/zakrɲɛliː/
zakrnělý	/zakr̩ɲɛliː/
zakrslý	/zakr̩sliː/
zakryté	/zakrɪtɛː/
zakrátko	/zˈakraːtko/
zakrátko	/zakraːtkɔ/
zakrýt	/zakriːt/
zakrýti	/zakriːcɪ/
zakrývat	/zakriːvat/
zakrývati	/zakriːvacɪ/
zakuklenec	/zakuklɛnɛts/
zakuklenec	/zakʊklɛnɛt͡s/
zakup	/zakup/
zakup	/zakʊp/
zakázal	/zˈakaːzal/
zakázal	/zakaːzal/
zakázala	/zakaːzala/
zakázané	/zakaːzanɛː/
zakázaný	/zˈakaːzˌaniː/
zakázaný	/zakaːzaniː/
zakázat	/zakaːzat/
zakázat	/ˈzakaːzat/
zakázka	/zˈakaːska/
zakázka	/ˈzakaːska/
zakázku	/zˈakaːsku/
zakázku	/zakaːskʊ/
zakázky	/zakaːskɪ/
zakázána	/zˈakaːzˌaːna/
zakázána	/zakaːzaːna/
zakázáno	/zˈakaːzˌaːno/
zakázáno	/zakaːzaːnɔ/
zakázány	/zakaːzaːnɪ/
zakáže	/zakaːʒɛ/
zakódovat	/zakoːdovat/
zakódovat	/zakɔːdɔvat/
zakódován	/zˈakoːdˌovaːn/
zakódován	/zakɔːdɔvaːn/
zakřivení	/zakr̝̊ɪvɛɲiː/
zakřivených	/zakr̝ɪvɛniːx/
zakřivených	/zakr̝̊ɪvɛniːx/
zakřiveným	/zakr̝ɪvɛniːm/
zakřiveným	/zakr̝̊ɪvɛniːm/
zalesnit	/zalɛsɲɪt/
zalesnění	/zalɛsɲɛniː/
zalesnění	/ˈzalɛsɲɛniː/
zalez	/zalɛs/
zalez	/ˈzalɛs/
zalezlí	/ˈza.lɛ.zliː/
zalita	/zalɪta/
zalitavsko	/zalɪtafsko/
zalitavsko	/ˈzal̩ɪtafskɔ/
založena	/zaloʒɛna/
založena	/zalɔʒɛna/
založení	/zaloʒɛɲiː/
založení	/zalɔʒɛɲiː/
založený	/zaloʒɛniː/
založený	/zalɔʒɛniː/
založil	/zaloʒɪl/
založil	/zalɔʒɪl/
založit	/zaloʒɪt/
založit	/zalɔʒɪt/
založivši	/zaloʒɪfʃɪ/
založivši	/zalɔʒɪfʃɪ/
založí	/zˈaloʒiː/
založí	/zalɔʒiː/
založím	/zˈaloʒiːm/
založím	/zalɔʒiːm/
zalévat	/zalɛːvat/
zaléčil	/zalɛːtʃɪl/
zaléčil	/zalɛːt͡ʃɪl/
zalít	/zaliːt/
zambie	/zambɪjɛ/
zambie	/ˈzaɱbɪjɛ/
zambijec	/ˈzaɱbɪjɛt͡s/
zambijka	/ˈzaɱbɪjka/
zambijský	/ˈzaɱbɪjskiː/
zambo	/zˈambo/
zambo	/zambɔ/
zametal	/ˈzamɛtal/
zametl	/ˈzamɛtl̩/
zamhouřit oči	/ˈzamɦɔʊ̯r̝ɪt ˈʔɔt͡ʃɪ/
zamilovanost	/zamɪlɔvanɔst/
zamilovaný	/zamɪlovaniː/
zamilovaný	/zamɪlɔvaniː/
zamknout	/zamknout/
zamknout	/zamknɔʊ̯t/
zamknu	/zˈamknu/
zamknu	/zamknʊ/
zamlada	/zˈamlada/
zamlada	/zamlada/
zamlklinka	/zaml̩klɪŋka/
zamluvit	/zamlʊvɪt/
zamlčovat	/zamltʃovat/
zamlčovat	/ˈzaml̩t͡ʃɔvat/
zamotat někomu hlavu	/zamɔtat ɲɛkɔmʊ ɦlavʊ/
zamrazil	/zamrazɪl/
zamrazil	/ˈzamrazɪl/
zamračeno	/zamrat͡ʃɛnɔ/
zamručet	/zamrutʃɛt/
zamručet	/zamrʊtʃɛt/
zamrzla	/zamrzla/
zamrzla	/ˈzamr̩zla/
zamumlat	/ˈza.mʊmlat/
zamykat	/zamɪkat/
zamykač	/zamɪkatʃ/
zamykač	/zamɪkat͡ʃ/
zamést si před vlastním prahem	/ˈzamɛːst sɪ ˈpr̝̊ɛdvlastŋiːm ˈpraɦɛm/
zamíchat	/zamiːxat/
zamítaje	/zamiːtajɛ/
zamítla	/zˈamiːtla/
zamítla	/zamiːtla/
zamítnout	/zamiːtnɔʊ̯t/
zamítnuto	/zˈamiːtnˌuto/
zamítnuto	/zamiːtnʊtɔ/
zamířil	/zamiːr̝ɪl/
zamířila	/zamiːr̝ɪla/
zamířili	/zamiːr̝ɪlɪ/
zamířit	/zamiːr̝ɪt/
zamířiti	/zamiːr̝ɪcɪ/
zamíří	/zˈamiːr̝iː/
zamíří	/zamiːr̝iː/
zamýšlený	/zamiːʃlɛniː/
zamýšlí	/zˈamiːʃliː/
zamýšlí	/zamiːʃliː/
zamčeni	/zamtʃɛɲɪ/
zamčeni	/zamt͡ʃɛɲɪ/
zaměnila	/zamɲɛɲɪla/
zaměnitelnost	/zamɲɛɲɪtɛlnɔst/
zaměstnance	/zamɲɛstnantsɛ/
zaměstnance	/zamɲɛstnant͡sɛ/
zaměstnanci	/zamɲɛstnantsɪ/
zaměstnanci	/zamɲɛstnant͡sɪ/
zaměstnanců	/zamɲɛstnantsuː/
zaměstnanců	/zamɲɛstnant͡suː/
zaměstnancům	/zamɲɛstnant͡suːm/
zaměstnanec	/zamɲɛstnanɛts/
zaměstnanec	/zamɲɛstnanɛt͡s/
zaměstnanec	/zamjɛstnanɛt͡s/
zaměstnanec	/zamɲɛsnanɛt͡s/
zaměstnaneckému	/zamɲɛstnanɛtskɛːmu/
zaměstnaneckému	/zamɲɛstnanɛt͡skeːmʊ/
zaměstnanecký	/zamɲɛstnanɛtskiː/
zaměstnanecký	/zamɲɛstnanɛt͡skiː/
zaměstnaneckých	/zamɲɛstnanɛtskiːx/
zaměstnaneckých	/zamɲɛstnanɛt͡skiːx/
zaměstnankyně	/zamɲɛstnankɪɲɛ/
zaměstnankyně	/zamɲɛstnaŋkɪɲɛ/
zaměstnaná	/zamɲɛstnanaː/
zaměstnaný	/zamɲɛstnaniː/
zaměstnavatel	/zamɲɛstnavatɛl/
zaměstnavatele	/zamɲɛstnavatɛlɛ/
zaměstnavatelé	/zamɲɛstnavatɛlɛː/
zaměstnavatelův	/zamɲɛstnavatɛluːf/
zaměstnání	/zamɲɛstnaːɲiː/
zaměstnává	/zamɲɛstnaːvaː/
zaměňujíce	/zamɲɛɲujiːtsɛ/
zaměňujíce	/zamɲɛɲʊjiːt͡sɛ/
zaměření	/zamɲɛr̝ɛɲiː/
zaměřený	/zamɲɛr̝ɛniː/
zaměřit	/zamɲɛr̝ɪt/
zaměří	/zamɲɛr̝iː/
zamřížovaný	/zˈamr̝iːʒˌovaniː/
zamřížovaný	/zamr̝iːʒɔvaniː/
zanechajíc	/zanɛxajiːts/
zanechajíc	/zanɛxajiːt͡s/
zanechal	/zanɛxal/
zanechala	/zanɛxala/
zanechali	/zanɛxalɪ/
zanechat	/zanɛxat/
zanechati	/zanɛxacɪ/
zanechav	/zanɛxaf/
zanechavše	/zanɛxavʃɛ/
zanechavši	/zanɛxavʃɪ/
zanechávaje	/zanɛxaːvajɛ/
zanedbaná	/zanɛdbanaː/
zanedbat	/zanɛdbat/
zanedbatelnost	/zanɛdbatɛlnɔst/
zanedbatelný	/ˈzanɛdbatɛlniː/
zanedbávat	/zanɛdbaːvat/
zanedlouho	/zanɛdlouɦo/
zanedlouho	/ˈzanɛdlɔʊ̯ɦɔ/
zaneprázdněnost	/zanɛpraːzdɲɛnɔst/
zaneprázdňovat	/zanɛpraːzdɲovat/
zaneprázdňovat	/zanɛpraːzdɲɔvat/
zanesli	/zanɛslɪ/
zanevřít	/zanɛvr̝iːt/
zanikl	/zaɲɪkl/
zanikl	/zaɲɪkl̩/
zaniklý	/zaɲɪkliː/
zaniknout	/zaɲɪknɔʊ̯t/
zaniká	/zaɲɪkaː/
zanzibar	/zanzɪbar/
zanzibar	/ˈzanzɪbar/
zanáška	/zˈanaːʃka/
zanáška	/ˈzanaːʃka/
zanést	/zanɛːst/
zaobírá	/zaobiːraː/
zaoceánského	/zaotsɛaːnskɛːɦo/
zaoceánského	/zaʔɔt͡sɛaːnskɛːɦɔ/
zaorálek	/ˈzaɔraːlɛk/
zaorálek	/ˈzaʔɔraːlɛk/
zaostřit	/zaʔostr̝ɪt/
zaostřit	/ˈzaʔɔstr̝̊ɪt/
zapad	/zapat/
zapadat	/zapadat/
zapadat	/ˈzapadat/
zapadati	/zapadacɪ/
zapadati	/ˈzapadacɪ/
zapadlého	/zapadlɛːɦo/
zapadlého	/zapadlɛːɦɔ/
zapadákov	/zapadaːkof/
zapadákov	/zapadaːkɔf/
zapal	/zˈapal/
zapal	/zapal/
zapalovač	/zapalovatʃ/
zapalovač	/zapalɔvat͡ʃ/
zapalováček	/zapalovaːtʃɛk/
zapalováček	/zapalɔvaːt͡ʃɛk/
zapalte	/ˈzapaltɛ/
zapamatovat si	/zapamatɔvat sɪ/
zapamatovatelnost	/zapamatɔvatɛlnɔst/
zaparkovali	/zaparkovalɪ/
zaparkovali	/zaparkɔvalɪ/
zaparkovaných	/zaparkovaniːx/
zaparkovaných	/zaparkɔvaniːx/
zapekl	/ˈzapɛkl̩/
zapisovaný	/zapɪsɔvaniː/
zapisovat	/zapɪsovat/
zapisovat	/zapɪsɔvat/
zapisovati	/zapɪsovacɪ/
zapisovati	/zapɪsɔvacɪ/
zapit	/zapɪt/
zaplacení	/zaplatsɛɲiː/
zaplacení	/zaplat͡sɛɲiː/
zaplatili	/zaplacɪlɪ/
zaplatit	/zaplacɪt/
zaplatit	/ˈza.pla.cɪt/
zaplatí	/zˈaplaciː/
zaplatí	/zaplaciː/
zaplavily	/zaplavɪlɪ/
zaplavily	/ˈzaplavɪlɪ/
zaplavuje	/zaplavujɛ/
zaplavuje	/zaplavʊjɛ/
zapleteno	/zaplɛtɛno/
zapleteno	/zaplɛtɛnɔ/
zaplevelenost	/zaplɛvɛlɛnɔst/
zapnout	/zapnout/
zapnout	/zapnɔʊ̯t/
zapnout se u krku	/ˈzapnɔʊ̯t‿sɛ ˈʔʊ‿krkʊ/
zapnutý	/zapnutiː/
zapojili	/zapojɪlɪ/
zapojili	/zapɔjɪlɪ/
zapojit	/zapojɪt/
zapojit	/ˈzapɔjɪt/
zapolitizovat	/zapolɪtɪzovat/
zapolitizovat	/ˈzapɔlɪtɪzɔvat/
zapomenout	/zapomɛnout/
zapomenout	/ˈza.pɔ.me.nɔʊ̯t/
zapomenuta	/zapomɛnuta/
zapomenuta	/zapɔmɛnʊta/
zapomenuto	/zapomɛnuto/
zapomenuto	/zapɔmɛnʊtɔ/
zapomenutý	/zapomɛnutiː/
zapomenutý	/zapɔmɛnʊtiː/
zapomenuvše	/zapomɛnufʃɛ/
zapomenuvše	/zapɔmɛnʊfʃɛ/
zapomnětlivost	/zapɔmɲɛtlɪvɔst/
zapomínat	/zapomiːnat/
zapomínat	/zapɔmiːnat/
zapomínati	/zapomiːnacɪ/
zapomínati	/zapɔmiːnacɪ/
zapomít	/zapɔmiːt/
zapovídaly	/zapoviːdalɪ/
zapovídaly	/zapɔviːdalɪ/
započal	/zapotʃal/
započne	/zapotʃnɛ/
zapracovat	/zapratsovat/
zapracovat	/ˈzaprat͡sɔvat/
zaprasit	/zaprasɪt/
zaprcat si	/ˈzapr̩tsat‿sɪ/
zaprděnost	/zapr̩ɟɛnɔst/
zaprděný	/ˈza.pr̩ɟɛniː/
zaprodanec	/zaprodanɛts/
zaprodanec	/ˈzaprɔdanɛt͡s/
zaprášený	/zapraːʃɛniː/
zapsaný	/zˈapsaniː/
zapsaný	/zapsaniː/
zapsat	/zapsat/
zapsati	/zapsacɪ/
zapudit	/ˈzapʊɟɪt/
zapálení	/zapaːlɛɲiː/
zapálený	/zapaːlɛniː/
zapálili	/zapaːlɪlɪ/
zapálit	/zapaːlɪt/
zapéci	/zapɛːt͡sɪ/
zapékal	/ˈzapɛːkal/
zapíjím	/zapiːjiːm/
zapínat	/zapiːnat/
zapískat	/zapiːskat/
zapřažený	/zapr̝aʒɛniː/
zapřažený	/zapr̝̊aʒɛniː/
zapřisáhlý	/zapr̝ɪsaːɦliː/
zapřisáhlý	/zapr̝̊ɪsaːɦliː/
zapšklý	/zˈapʃkliː/
zapšklý	/zapʃkliː/
zapůsobit	/zapuːsɔbɪt/
zarach	/zarax/
zarach	/ˈzarax/
zaragoza	/zaragoza/
zaragoza	/zaragɔza/
zaraz	/zaras/
zarazit	/zarazɪt/
zardi se	/ˈzarɟɪsɛ/
zardít se	/ˈzarɟiːt‿sɛ/
zardívat se	/ˈzarɟiːvat‿sɛ/
zarděnky	/zarɟɛnkɪ/
zarděnky	/ˈzarɟɛŋkɪ/
zaregistrovat	/zarɛgɪstrɔvat/
zaregistruje	/zarɛgɪstrujɛ/
zaregistruje	/zarɛgɪstrʊjɛ/
zarezervovala	/zarɛzɛrvovala/
zarezervovala	/zarɛzɛrvɔvala/
zarmoucen	/zarmoutsɛn/
zarmoucen	/zarmɔʊ̯t͡sɛn/
zarmoucený	/ˈzarmɔʊ̯t͡sɛniː/
zarostlé	/zarostlɛː/
zarostlé	/zarɔstlɛː/
zarputilost	/zarpʊcɪlɔst/
zarputilý	/zarpucɪliː/
zarputilý	/zarpʊcɪliː/
zarudlá	/zarʊdlaː/
zaruka	/zˈaruka/
zaruka	/zarʊka/
zaručuje	/zarutʃujɛ/
zaručí	/zˈarutʃiː/
zaručí	/zarʊt͡ʃiː/
zarážedla	/zarʒɛdla/
zarážedla	/zaraːʒɛdlo/
zarážka	/ˈzaraːʒka/
zarýt	/zariːt/
zarůst	/zaruːst/
zas	/zas/
zasahoval	/zasaɦoval/
zasahoval	/zasaɦɔval/
zasahovala	/zasaɦovala/
zasahovala	/zasaɦɔvala/
zasahovali	/zasaɦovalɪ/
zasahovali	/zasaɦɔvalɪ/
zasahovaly	/zasaɦovalɪ/
zasahovaly	/zasaɦɔvalɪ/
zasahuje	/zasaɦujɛ/
zasahuje	/zasaɦʊjɛ/
zasakroval	/zˈasakrˌoval/
zasakroval	/ˈzasakrɔval/
zasazený	/ˈzasazɛniː/
zasazených	/zasazɛniːx/
zasažené	/zasaʒɛnɛː/
zasažený	/ˈzasaʒɛniː/
zasažených	/zasaʒɛniːx/
zasažitelnost	/zasaʒɪtɛlnɔst/
zaschl	/ˈzasxl̩/
zaschlému	/zasxlɛːmu/
zaschlému	/zasxlɛːmʊ/
zaschnout	/ˈzasxnɔʊ̯t/
zase	/zasɛ/
zasedaje	/zasɛdajɛ/
zasedal	/zasɛdal/
zasedačce	/zasɛdat͡ʃ.t͡sɛ/
zasedl	/zasɛdl/
zasedl	/zasɛdl̩/
zasedla	/zasɛdla/
zasedání	/zasɛdaːɲiː/
zasekly se	/zasɛklɪsɛ/
zaskočil	/zaskotʃɪl/
zaskočil	/zaskɔt͡ʃɪl/
zaskočit	/zaskotʃɪt/
zaskočit	/zaskɔt͡ʃɪt/
zaslat	/zaslat/
zaslechnout	/zaslɛxnɔʊ̯t/
zaslepenec	/zaslɛpɛnɛts/
zaslepenec	/ˈzaslɛpɛnɛt͡s/
zasloužilý	/zaslɔʊ̯ʒɪliː/
zasloužit si	/zaslɔʊ̯ʒɪt sɪ/
zasmušení	/ˈza.smʊ.ʃɛ.ɲiː/
zasmušilí	/ˈza.smʊ.ʃɪ.liː/
zasmát se	/zasmaːt sɛ/
zasnoubit se	/zasnɔʊ̯bɪt sɛ/
zasnoubiv	/zasnoubɪf/
zasnoubiv	/zasnɔʊ̯bɪf/
zasnít se	/zasɲiːt sɛ/
zasněžené	/zasɲɛʒɛnɛː/
zasněžený	/zasɲɛʒɛniː/
zasněžovat	/zasɲɛʒovat/
zasněžovat	/zasɲɛʒɔvat/
zasněžování	/zasɲɛʒovaːɲiː/
zasněžování	/zasɲɛʒɔvaːɲiː/
zasněžuje	/zasɲɛʒujɛ/
zasněžuje	/zasɲɛʒʊjɛ/
zasouvaly	/zasouvalɪ/
zasouvaly	/zasɔʊ̯valɪ/
zaspat	/zaspat/
zasrané	/zasranɛː/
zasraný	/zˈasraniː/
zasraný	/zasraniː/
zasrat	/zasrat/
zastaralé	/zastaralɛː/
zastaralý	/zˈastarˌaliː/
zastaralý	/zastaraliː/
zastavena	/zastavɛna/
zastavení	/zastavɛɲiː/
zastavil	/zastavɪl/
zastavili	/zastavɪlɪ/
zastavilo	/zastavɪlo/
zastavilo	/zastavɪlɔ/
zastavit	/zastavɪt/
zastaviv	/zastavɪf/
zastavovat	/zastavɔvat/
zastavujíc	/zastavujiːts/
zastavujíc	/zastavʊjiːt͡s/
zastavárenský	/zastavaːrɛnskiː/
zastavárna	/zˈastavˌaːrna/
zastavárna	/zastavaːrna/
zastavárnice	/zastavaːrɲɪtsɛ/
zastavárník	/zˈastavˌaːrɲiːk/
zastavárník	/zastavaːrɲiːk/
zastaví	/zastaviː/
zastavěný	/zastavjɛniː/
zastrašováni	/zastraʃovaːɲɪ/
zastrašováni	/zastraʃɔvaːɲɪ/
zastrašující	/ˈza.stra.ʃʊ.jiː.t͡siː/
zastudena	/zastudɛna/
zastudena	/zastʊdɛna/
zastupitelského	/zastupɪtɛlskɛːɦo/
zastupitelského	/zastʊpɪtɛlskɛːɦɔ/
zastupitelstva	/zastupɪtɛlstva/
zastupitelstva	/zastʊpɪtɛlstva/
zastupitelstvo	/ˈzastʊpɪtɛlstvɔ/
zastupoval	/zˈastupˌoval/
zastupoval	/zastʊpɔval/
zastupovat	/zastʊpɔvat/
zastupuje	/zastupujɛ/
zastupujícího	/zastupujiːtsiːɦo/
zastupujícího	/zastʊpʊjiːt͡siːɦɔ/
zastydět se	/ˈza.stɪ.ɟɛ.t͡sɛ/
zastydět se	/ˈza.stɪ.ɟɛt.sɛ/
zastánce	/zastaːntsɛ/
zastánce	/ˈzastaːnt͡sɛ/
zastánci	/zastaːnt͡sɪ/
zastávají	/zˈastaːvˌajiː/
zastávají	/zastaːvajiː/
zastávala	/zastaːvala/
zastávat se	/zastaːvat sɛ/
zastávka	/zˈastaːfka/
zastávka	/zastaːfka/
zastávka na znamení	/ˈzastaːfka ˈna‿znamɛɲiː/
zastávkami	/zastaːfkamɪ/
zastávkách	/zastaːfkaːx/
zastává	/zastaːvaː/
zastávám	/zˈastaːvaːm/
zastávám	/zastaːvaːm/
zastřel	/ˈzastr̝̊ɛl/
zastřelen	/zastr̝ɛlɛn/
zastřelen	/zastr̝̊ɛlɛn/
zastřeleni	/zastr̝ɛlɛɲɪ/
zastřeleni	/zastr̝̊ɛlɛɲɪ/
zastřelené	/zastr̝ɛlɛnɛː/
zastřelené	/zastr̝̊ɛlɛnɛː/
zastřelil	/zastr̝ɛlɪl/
zastřelil	/zastr̝̊ɛlɪl/
zastřelit	/zastr̝ɛlɪt/
zastřelit	/zastr̝̊ɛlɪt/
zastřeliti	/zastr̝ɛlɪcɪ/
zastřeliti	/zastr̝̊ɛlɪcɪ/
zasunout	/zasunout/
zasunout	/ˈzasʊnɔʊ̯t/
zasuň	/ˈzasuɲ/
zasvinit	/ˈzasvɪɲɪt/
zasviňovat	/ˈzasvɪɲɔvat/
zasvítit	/zasviːcɪt/
zasvěcenost	/ˈzas.vjɛt͡sɛnɔst/
zasvětila	/zasvjɛcɪla/
zasypali	/zasɪpalɪ/
zasypat	/zasɪpat/
zasypávat	/zasɪpaːvat/
zasypávat	/ˈzasɪpaːvat/
zasáhl	/zasaːɦl/
zasáhl	/ˈza.saː.ɦl̩/
zasáhla	/zasaːɦla/
zasáhla	/ˈza.saː.ɦla/
zasáhli	/zasaːɦlɪ/
zasáhli	/ˈza.saː.ɦlɪ/
zasáhlo	/zasaːɦlo/
zasáhlo	/ˈza.saː.ɦlɔ/
zasáhly	/ˈza.saː.ɦlɪ/
zasáhnou	/zasaːɦnou/
zasáhnou	/ˈza.saː.ɦnɔʊ̯/
zasáhnout	/zasaːɦnout/
zasáhnout	/ˈza.saː.ɦnɔʊ̯t/
zasáhnouti	/zasaːɦnoucɪ/
zasáhnouti	/ˈzasaːɦnɔʊ̯cɪ/
zasáhši	/zasaːxʃɪ/
zasít	/ˈzasiːt/
zatahovat	/zatahɔvat/
zatajený	/zatajɛniː/
zatajovat	/zatajɔvat/
zatajování	/zatajɔvaːɲiː/
zatarasit	/zatarasɪt/
zatemnění	/zatɛmɲɛɲiː/
zatemnění	/ˈzatɛmɲɛɲiː/
zateplovat	/zatɛplovat/
zateplovat	/ˈzatɛplɔvat/
zatkla	/zˈatkla/
zatkla	/zatkla/
zatknout	/zatknout/
zatknout	/ˈzatknɔʊ̯t/
zatloukat	/zatloukat/
zatloukat	/zatlɔʊ̯kat/
zatloukl	/zatloukl/
zatloukl	/ˈzatlɔʊ̯kl̩/
zatmění	/zatmɲɛɲiː/
zatnout tipec	/ˈzatnɔʊ̯t ˌcɪpɛt͡s/
zato	/zˈato/
zato	/zatɔ/
zatop	/zatop/
zatop	/zatɔp/
zatopené	/zatopɛnɛː/
zatopené	/zatɔpɛnɛː/
zatopit	/zatopɪt/
zatopit	/zatɔpɪt/
zatopit si	/zatɔpɪt sɪ/
zatrachtilé	/zatraxcɪlɛː/
zatrne	/zatrnɛ/
zatrne	/ˈzatr̩nɛ/
zatrolené	/zatrolɛnɛː/
zatrolené	/zatrɔlɛnɛː/
zatrolený	/zatrɔlɛniː/
zatuhlí	/ˈza.tʊ.ɦliː/
